LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
 1089600    -10081589    922.46969   -252.34052    -10257562    175972.99    -10083809   -12.092352   -12.092352    58.771841    82.069796    30.868816 
 1089800    -10080874    924.52546   -298.59323    -10257239    176365.16    -10083501   -24.251434   -24.251434    58.771641    81.777865    30.867781 
 1090000    -10080003     928.3172    389.45357    -10257091    177088.48    -10076577   -28.218924   -28.218924    58.771441    81.985958    30.867786 
 1090200    -10080863    924.36798    1153.8204    -10257198    176335.12    -10070718   -48.641358   -48.641358    58.771241    82.215553    30.860837 
 1090400    -10081692    922.98325   -850.33287    -10257763    176070.96    -10089175   -8.9368738   -8.9368738    58.771041    82.314096    30.854505 
 1090600    -10079702    928.44684   -535.97564    -10256815    177113.21    -10084419   -29.786965   -29.786965    58.770841    81.855205    30.851616 
 1090800    -10080380    927.52446    181.38565    -10257317    176937.26    -10078784   -17.835237   -17.835237    58.770641    82.113585    30.850849 
 1091000    -10081759    919.64675   -1080.7962    -10257194    175434.48    -10091273   -65.468067   -65.468067    58.770441    81.656398    30.848072 
 1091200    -10081489    924.75947   -211.08382    -10257899     176409.8    -10083345   -19.957326   -19.957326    58.770241    82.014689    30.832477 
 1091400    -10079993    925.70846    218.53952    -10256584    176590.83    -10078070   -110.03601   -110.03601    58.770041    81.782309     30.82236 
 1091600    -10081791    923.01315   -164.05323    -10257867    176076.67    -10083234   -5.4171395   -5.4171395    58.769841    81.970298    30.820603 
 1091800    -10081815    921.96549     1076.115    -10257691    175876.81    -10072354    -20.25176    -20.25176    58.769641     82.02489    30.819744 
 1092000    -10080659    922.88269    71.266339    -10256710    176051.78    -10080032   -31.493194   -31.493194    58.769441     81.94394    30.813524 
 1092200    -10079747    926.57207    100.28344    -10256503    176755.58    -10078865    48.660986    48.660986    58.769241    82.262479    30.814682 
 1092400    -10081599    920.20184   -1763.3774    -10257140    175540.37    -10097130    10.274736    10.274736    58.769041    82.158982    30.817234 
 1092600    -10081216    924.36232   -715.68043    -10257550    176334.04    -10087515   -51.034338   -51.034338    58.768841    82.072081    30.821935 
 1092800    -10079889    922.98549    481.34602    -10255961    176071.39    -10075654    68.463292    68.463292    58.768641    82.763712    30.820361 
 1093000    -10080761    923.96035    119.76533    -10257018    176257.36    -10079707      27.5281      27.5281    58.768441    82.137301     30.82373 
 1093200    -10081829    918.98071    908.63856    -10257136    175307.43    -10073840    0.6759213    0.6759213    58.768241    81.990412    30.824937 
 1093400    -10080760    923.16036    276.79972    -10256865    176104.75    -10078325     49.65979     49.65979    58.768041    82.652645    30.828856 
 1093600    -10080187    924.20229    1288.5695    -10256490    176303.51    -10068854    64.907063    64.907063    58.767841     82.44539     30.83054 
 1093800    -10082160    921.99244    368.43484    -10258042    175881.95    -10078920   -38.347262   -38.347262    58.767641    81.860221    30.831977 
 1094000    -10080954    923.28394    921.12804    -10257083    176128.32    -10072853    6.9462356    6.9462356    58.767441    81.978412    30.829583 
 1094200    -10080491    921.86728   -319.11819    -10256349    175858.08    -10083300    39.884185    39.884185    58.767241    82.326547    30.822936 
 1094400    -10082613    919.84625    438.99065    -10258086    175472.54    -10078752   -3.4838363   -3.4838363    58.767041    82.566037    30.825095 
 1094600    -10080634    924.16799   -1001.6657    -10256931    176296.97    -10089451    22.206749    22.206749    58.766841    81.802277    30.826032 
 1094800    -10080935    924.97874    523.28599    -10257386    176451.63    -10076332   -26.277798   -26.277798    58.766641    82.458744     30.82249 
 1095000    -10082415    922.22115   -113.15094    -10258340    175925.58    -10083410    24.990272    24.990272    58.766441    82.613855    30.824203 
 1095200    -10081230    922.99414   -553.55318    -10257303    176073.04    -10086102    -74.44962    -74.44962    58.766241    81.785539    30.819449 
 1095400    -10080791    920.56933   -3.9962543    -10256402    175610.48    -10080827   -83.655122   -83.655122    58.766041    81.764657     30.80806 
 1095600    -10082637     918.8346   -161.69312    -10257916    175279.55    -10084059     38.27543     38.27543    58.765841    82.150791    30.801082 
 1095800    -10081021    920.67202    720.30984    -10256651    175630.07    -10074685   -40.655535   -40.655535    58.765641     81.80355    30.798099 
 1096000    -10080802    921.30746    223.47857    -10256554    175751.28    -10078836   -76.046696   -76.046696    58.765441    82.067124    30.787685 
 1096200    -10082749    917.66334   -14.002027    -10257806    175056.12    -10082873    38.643997    38.643997    58.765241    82.059198    30.784619 
 1096400    -10081263    923.26128   -511.12211    -10257387       176124    -10085761    8.4153206    8.4153206    58.765041    82.061344    30.784328 
 1096600    -10080763    919.67113   -33.674372    -10256203    175439.13    -10081060    42.295022    42.295022    58.764841    82.347504    30.786623 
 1096800    -10081425    920.95976   -152.65735    -10257110    175684.96    -10082768    -42.59511    -42.59511    58.764641    82.388133    30.792157 
 1097000    -10082341    925.37361   -1308.3138    -10258868    176526.95    -10093854    -39.81012    -39.81012    58.764441    82.293843    30.788982 
 1097200    -10080292    922.37712    196.41737    -10256247    175955.33    -10078564   -13.444998   -13.444998    58.764241    82.396508    30.787941 
 1097400    -10081194     922.3609   -34.504916    -10257147    175952.24    -10081498    27.734812    27.734812    58.764041     82.28524    30.792771 
 1097600    -10083241    920.81325   -1030.8396    -10258898    175657.01    -10092311   -51.942664   -51.942664    58.763841    82.327321     30.79239 
 1097800    -10080719    926.52627    1425.5252    -10257466    176746.84    -10068186    18.854063    18.854063    58.763641      82.7409    30.790833 
 1098000    -10080585    925.88207    495.98929    -10257209    176623.95    -10076222    36.250197    36.250197    58.763441    82.432333    30.789417 
 1098200    -10082062    921.37492   -411.21755    -10257827    175764.15    -10085681    15.924533    15.924533    58.763241    82.436956    30.790898 
 1098400    -10080453    921.03065    406.96509    -10256151    175698.48    -10076873    49.526896    49.526896    58.763041    82.568555    30.789356 
 1098600    -10080535     924.5746   -777.71528    -10256910    176374.53    -10087382   -59.873022   -59.873022    58.762841    82.025338    30.793784 
 1098800    -10081769    921.29129   -255.62503    -10257517     175748.2    -10084018    16.709345    16.709345    58.762641    81.910168    30.790089 
 1099000    -10081131    925.86502    174.92166    -10257752     176620.7    -10079593   -58.260116   -58.260116    58.762441    81.852795    30.786674 
 1099200    -10080948    924.15365    411.90757    -10257242    176294.23    -10077324   -39.480036   -39.480036    58.762241    82.297732    30.788579 
 1099400    -10080290    920.41325    -917.7747    -10255871     175580.7    -10088370   -57.704975   -57.704975    58.762041    81.775411    30.774265 
 1099600    -10080358     923.9174    841.45917    -10256607    176249.16    -10072956   -31.303549   -31.303549    58.761841    82.062929    30.763103 
 1099800    -10081828    918.85868    126.06439    -10257113    175284.15    -10080720   -94.871763   -94.871763    58.761641    81.808672    30.750237 
 1100000    -10079800    928.78136    66.611452    -10256977    177177.03    -10079214   -30.548561   -30.548561    58.761441    81.981592    30.743929 
 1100200    -10080289    924.08782   -236.78078    -10256571    176281.67    -10082373    -145.6131    -145.6131    58.761241    81.707682    30.729431 
 1100400    -10081417    926.53998    1031.3701    -10258167    176749.45    -10072351     46.25858     46.25858    58.761041     82.52816    30.723064 
 1100600    -10080437    924.67406     974.2841    -10256830    176393.51    -10071869    48.671699    48.671699    58.760841    82.627115    30.722675 
 1100800    -10080160    924.60117     -1676.74    -10256540     176379.6    -10094928   -62.201305   -62.201305    58.760641    82.297601    30.725853 
 1101000    -10081444    926.01385   -229.82117    -10258093    176649.09    -10083466    5.5240036    5.5240036    58.760441    82.145525    30.730176 
 1101200    -10080992    922.68025    115.34522    -10257005    176013.16    -10079977    46.889293    46.889293    58.760241    82.018576    30.729911 
 1101400    -10079327    929.81926    110.96581    -10256702    177375.02    -10078351   -27.488408   -27.488408    58.760041    82.022268    30.728741 
 1101600    -10080998    923.87862   -62.542755    -10257239    176241.77    -10081548   -20.862708   -20.862708    58.759841    81.954813    30.730922 
 1101800    -10081476    923.91582   -328.09017    -10257725    176248.86    -10084362    14.036615    14.036615    58.759641    82.043578    30.728381 
 1102000    -10079602    929.18426   -524.10268    -10256856    177253.89    -10084215    14.169514    14.169514    58.759441    81.932829    30.731558 
 1102200    -10081118    925.02237   -309.24443    -10257578    176459.95    -10083839    42.447918    42.447918    58.759241    82.132494    30.730823 
 1102400    -10081246    925.17051    757.98714    -10257735    176488.21    -10074581    30.252277    30.252277    58.759041    82.224714    30.732223 
 1102600    -10079565    923.50195   -278.38055    -10255735    176169.91    -10082016   -7.7956845   -7.7956845    58.758841    82.679628    30.737173 
 1102800    -10080466    925.06994   -825.19216    -10256935    176469.02    -10087732    32.364368    32.364368    58.758641    82.064684    30.737707 
 1103000    -10081526    921.57886   -1168.9629    -10257329    175803.06    -10091816   -15.001542   -15.001542    58.758441    82.115874    30.734314 
 1103200    -10080531    928.59912    1229.9025    -10257673    177142.26    -10069718     34.94568     34.94568    58.758241    82.634883    30.732573 
 1103400    -10079956    928.26106   -358.05037    -10257034    177077.77    -10083107   -19.017459   -19.017459    58.758041    81.912728     30.73097 
 1103600    -10081789    920.54551    41.514895    -10257395    175605.93    -10081424    8.3741255    8.3741255    58.757841    82.014111    30.729124 
 1103800    -10080467    925.82222    262.30718    -10257080    176612.53    -10078160   -7.5368873   -7.5368873    58.757641    81.952187    30.732245 
 1104000    -10078961    926.53326    330.69969    -10255709    176748.17    -10076050   -123.48829   -123.48829    58.757441    81.747015    30.721786 
 1104200    -10081037    921.49908    23.371462    -10256825    175787.84    -10080831    7.2750232    7.2750232    58.757241    82.387121    30.716259 
 1104400    -10081438    921.91601    683.49975    -10257306    175867.37    -10075427   -34.419362   -34.419362    58.757041    81.911909    30.713194 
 1104600    -10079778    923.70949    270.20748    -10255988     176209.5    -10077400   -62.151902   -62.151902    58.756841    81.827003    30.711657 
 1104800    -10081168      925.183   -827.58828    -10257658    176490.59    -10088450    15.676658    15.676658    58.756641    82.490252    30.702746 
 1105000    -10081442    925.91482    1026.4497    -10258072     176630.2    -10072419   -20.070232   -20.070232    58.756441    82.212462    30.704244 
 1105200    -10079919    924.61787   -293.57453    -10256302    176382.79    -10082503    38.138906    38.138906    58.756241     82.19386    30.697928 
 1105400    -10080427    923.28714   -60.769368    -10256556    176128.93    -10080962    15.306986    15.306986    58.756041    81.967191    30.693482 
 1105600    -10081900    921.67871    1109.7138    -10257722     175822.1    -10072145   -39.991158   -39.991158    58.755841    82.142042     30.69442 
 1105800    -10080087    926.48743   -434.70167    -10256826    176739.43    -10083913   -5.5646128   -5.5646128    58.755641    81.898454    30.685379 
 1106000    -10080528    923.39197    -10.37831    -10256677    176148.93    -10080620   -12.641514   -12.641514    58.755441    82.005759    30.687734 
 1106200    -10081173    923.96747   -494.86948    -10257432    176258.72    -10085527   -58.302113   -58.302113    58.755241    81.907047    30.678149 
 1106400    -10081860    922.82571    585.95124    -10257901    176040.91    -10076707   -42.489709   -42.489709    58.755041    81.821791    30.679431 
 1106600    -10081175    918.79307   -634.43151    -10256446    175271.63    -10086760    1.6756343    1.6756343    58.754841    82.368806    30.678991 
 1106800    -10080131    924.51536    655.57578    -10256494    176363.23    -10074363    -20.88932    -20.88932    58.754641    82.495634    30.678559 
