# LAMMPS data file written by OVITO Pro 3.5.4
1980 atoms
3 atom types
0.0 24.3869 xlo xhi
0.0 21.1196749196 ylo yhi
0.0 89.8016 zlo zhi

Masses

1 52.0  # Cr
2 55.84  # Fe
3 16.0  # O

Atoms  # charge

22 2 -0.0049832 4.0644 2.3466 0.8298
27 2 -0.00142866 6.0966 3.52 0.0
32 2 9.03186e-04 6.0966 3.52 2.4893
68 2 -0.00821115 1.0e-04 2.3466 0.8298
73 1 0.021515 2.0323 3.52 0.0
78 2 -0.00544495 2.0323 3.52 2.4893
83 2 -0.00217754 4.0646 4.6932 1.6595
88 2 -8.86004e-04 4.0646 4.6932 4.1479
93 2 -0.00179904 6.0967 5.8666 3.3191
98 1 0.0257466 6.0967 5.8666 5.8075
130 1 0.0213607 0.0 4.6932 1.6595
135 2 -0.00682061 0.0 4.6932 4.1479
140 2 -0.00357956 2.0322 5.8666 3.3191
145 2 -0.00432881 2.0322 5.8666 5.8075
149 2 -0.00363811 4.0644 7.0398 4.9777
154 2 -0.0053244 4.0644 7.0398 7.467
158 2 -0.00679043 6.0966 8.2132 6.6372
162 2 -0.00568283 6.0966 8.2132 9.1265
167 2 -0.00420117 6.0967 10.5598 9.9563
195 2 -0.00369679 1.0e-04 7.0398 4.9777
200 2 -0.00788073 1.0e-04 7.0398 7.467
204 2 -0.00324678 2.0323 8.2132 6.6372
208 2 -0.00569067 2.0323 8.2132 9.1265
212 2 -0.00344031 4.0646 9.3864 8.2968
217 2 -0.00107184 4.0646 9.3864 10.7852
257 1 0.0216002 0.0 9.3864 8.2968
262 2 -0.0077447 0.0 9.3864 10.7852
267 2 -0.00324983 2.0322 10.5598 9.9563
348 2 -0.0101786 4.0646 0.0 0.0
353 1 0.0248066 4.0646 0.0 2.4893
358 2 -0.0050996 6.0967 1.1734 1.6595
363 2 0.00105316 6.0967 1.1734 4.1479
395 2 -0.00525566 0.0 0.0 0.0
400 1 0.0238565 0.0 0.0 2.4893
405 2 -0.0065517 2.0322 1.1734 1.6595
410 2 -0.00405214 2.0322 1.1734 4.1479
415 2 -7.79365e-04 4.0644 2.3466 3.3191
420 2 0.00120127 4.0644 2.3466 5.8075
424 2 -1.84477e-04 6.0966 3.52 4.9777
429 2 -8.99408e-04 6.0966 3.52 7.467
461 2 -0.00747474 1.0e-04 2.3466 3.3191
466 2 -0.00577582 1.0e-04 2.3466 5.8075
470 2 -0.00222773 2.0323 3.52 4.9777
475 2 -0.00439746 2.0323 3.52 7.467
479 2 -0.00266356 4.0646 4.6932 6.6372
483 2 -0.0034629 4.0646 4.6932 9.1265
487 2 -0.00376419 6.0967 5.8666 8.2968
492 2 -0.0018392 6.0967 5.8666 10.7852
524 1 0.0222008 0.0 4.6932 6.6372
528 2 -0.00974713 0.0 4.6932 9.1265
532 1 0.0234398 2.0322 5.8666 8.2968
537 2 -0.00416229 2.0322 5.8666 10.7852
542 1 0.0261352 4.0644 7.0398 9.9563
587 2 -0.00622363 1.0e-04 7.0398 9.9563
745 2 -0.00159618 4.0646 0.0 4.9777
750 2 -0.0051188 4.0646 0.0 7.467
754 2 3.70095e-04 6.0967 1.1734 6.6372
758 2 -0.00645141 6.0967 1.1734 9.1265
790 1 0.0243714 0.0 0.0 4.9777
795 2 -0.00607269 0.0 0.0 7.467
799 2 -0.0026834 2.0322 1.1734 6.6372
803 2 -0.0054207 2.0322 1.1734 9.1265
807 2 -0.00111263 4.0644 2.3466 8.2968
812 2 -0.00244696 4.0644 2.3466 10.7852
817 2 -0.0026702 6.0966 3.52 9.9563
852 2 -0.00814316 1.0e-04 2.3466 8.2968
