LAMMPS data file via write_data, version 7 Aug 2019, timestep = 0

2660 atoms
6 atom types

0.0000000000000000e+00 2.5100027000000001e+01 xlo xhi
0.0000000000000000e+00 2.7171578000000000e+01 ylo yhi
2.8094392361838612e+00 6.9517070763816150e+01 zlo zhi

Masses

1 178.49
2 15.9994
3 178.49
4 178.49
5 178.49
6 178.49

Atoms # charge

1	1	1.043810	16.390500	1.200250	27.708200
2	1	1.362040	7.682450	0.336311	28.041100
3	1	1.256670	4.660670	18.951500	27.847000
4	1	1.145740	3.460090	14.743600	38.419600
5	1	1.113180	2.044810	2.354620	33.159000
6	1	1.151550	11.718300	23.480200	35.628900
7	1	1.089100	17.492500	8.202450	31.648000
8	1	1.317450	9.049460	3.727570	27.670200
9	1	1.422360	9.197690	7.819110	30.501600
10	1	1.163690	14.296400	22.600600	27.578200
11	1	1.089830	24.500300	10.922400	37.448700
12	1	0.965881	22.994400	19.254400	35.241200
13	1	0.978675	16.207400	17.800300	35.431700
14	1	1.407990	9.300570	23.531800	30.713400
15	1	1.262460	22.671000	7.989940	27.968300
16	1	1.071520	5.068270	6.362290	35.543500
17	1	1.169800	7.546180	18.874400	35.706700
18	1	1.387940	1.411490	5.688300	32.976100
19	1	1.300470	23.404400	11.326000	27.759400
20	1	1.223510	11.910000	19.037200	33.094900
21	1	1.338490	24.022900	26.781200	27.857300
22	1	1.034240	8.292700	7.773260	36.345500
23	1	1.056760	4.981040	8.417400	38.194500
24	1	1.422380	20.018100	7.081820	30.389700
25	1	1.342640	13.612400	19.354400	27.780500
26	1	1.108930	2.902160	8.878770	32.853100
27	1	0.854756	11.450900	9.782520	38.093400
28	1	1.175970	4.866550	3.674310	32.899700
29	1	1.320200	2.974220	12.108600	33.022700
30	1	1.068820	16.872200	0.220538	38.301700
31	1	1.501390	22.540300	21.642800	27.951200
32	1	1.230830	12.961000	9.299770	27.877700
33	1	1.007750	17.367000	8.087130	37.810200
34	1	1.245330	15.559400	0.942397	35.347900
35	1	1.318600	19.613300	14.460900	32.613900
36	1	1.011370	4.163070	14.957100	32.640900
37	1	1.214980	18.479500	17.668600	33.472000
38	1	1.158300	13.956300	19.243500	30.683400
39	1	1.137630	24.001800	3.594440	35.187500
40	1	1.282450	20.422100	3.794620	33.507700
41	1	1.260620	23.529900	2.453300	31.107000
42	1	1.152110	15.424900	13.854600	30.231800
43	1	1.163530	25.031500	14.476000	27.618700
44	1	1.024050	1.290410	22.366500	36.223800
45	1	1.310300	13.704100	1.508760	32.679900
46	1	1.203120	1.504590	11.960100	27.634400
47	1	0.945929	0.066008	12.930500	32.405800
48	1	1.130390	4.838110	19.972900	30.576600
49	1	1.234020	10.910900	1.833500	30.531200
50	1	1.188540	3.217170	9.135860	27.482300
51	1	1.130860	19.522200	20.497900	38.741600
52	1	1.233400	7.768610	2.040450	30.879100
53	1	1.046620	22.805800	11.044500	33.220300
54	1	1.251610	13.610700	20.059000	35.592700
55	1	1.108340	0.657002	13.820100	37.700000
56	1	0.982707	19.927200	0.896429	38.877800
57	1	1.308880	6.014760	13.701900	30.711100
58	1	0.972019	18.309400	14.422300	35.556700
59	1	1.187430	13.654000	16.366700	28.107200
60	1	1.063380	19.780700	14.063300	38.273800
61	1	1.023610	15.399600	14.924700	36.586000
62	1	1.177540	7.734820	6.907240	27.791900
63	1	1.319010	20.985500	24.656100	28.024100
64	1	1.181150	16.054900	1.604280	30.599000
65	1	1.204900	21.579700	5.615600	36.036100
66	1	1.118580	14.987300	25.648800	27.987300
67	1	1.188970	6.682830	25.840300	32.734600
68	1	1.127150	14.052100	25.593100	36.205100
69	1	1.021020	1.931690	14.680800	34.556200
70	1	1.212060	11.034400	20.539300	30.769400
71	1	1.120560	20.928000	17.524400	38.355500
72	1	1.022120	12.839800	2.151430	36.021200
73	1	1.091970	25.010900	8.416670	32.158400
74	1	1.068050	16.862700	12.631900	33.368400
75	1	1.254000	10.690000	18.710900	27.858600
76	1	1.167130	14.197600	25.187900	33.450700
77	1	1.117110	20.678600	20.442300	30.267200
